Verband,Regionalverband,Verein,Amtssprache,Besetzung
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Suraua Suraua,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Brass Band Sursilvana,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Sursilvana,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Susch,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Tamins,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Tarasp,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Thusis,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Trimmis,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica da Trin,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Trun,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Tschlin,DE,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Union Chur,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Untervaz,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Vals,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Societad da musica Vignogn,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Società da musica Zernez,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikgesellschaft Zizers,DE,H
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Blaukreuzmusik Bern,DE,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Musique Croix-Bleue La Chaux-de-Fonds,FR,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Musique de la Croix-Bleue Genève,FR,F/B
Association cantonale des musiques genevoises,,Musique de la Croix-Bleue Genève,FR,F/B
Appenzeller Blasmusikverband,,Brass Band Blaukreuzmusik Herisau,DE,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Musique Croix-Bleue Les Ponts-de-Martel,FR,F/B
Association cantonale des musiques neuchâteloises,,Fanfare de la Croix-Bleue Neuchâtel,FR,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Fanfare de la Croix-Bleue Neuchâtel,FR,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Blaukreuzmusik Steffisburg,DE,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Blaukreuzmusik Winterthur,DE,BB
Zürcher Blasmusikverband,,Blaukreuzmusik Winterthur,DE,BB
Federazione Bandistica Ticinese,,Società Filarmonica Agno,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Arogno,IT,H
Federazione Bandistica Ticinese,,Musica Aurora Arzo,IT,H
Federazione Bandistica Ticinese,,Unione Filarmoniche Asconese Ascona,IT,H
Federazione Bandistica Ticinese,,Civica Filarmonica Balerna,IT,H
Federazione Bandistica Ticinese,,Civica Filarmonica Bellinzona,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Biasca,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Bodiese Bodio,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Alto Malcantone Breno,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Brissaghese Brissago,IT,H
Federazione Bandistica Ticinese,,Banda di Canobbio,IT,H
Federazione Bandistica Ticinese,,Filarmonica di Castagnola,IT,H
Federazione Bandistica Ticinese,,Musica Cittadina Chiasso,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Faidese Faido,IT,H
Federazione Bandistica Ticinese,,Collina d'Oro Musica Montagnola,IT,H
Federazione Bandistica Ticinese,,Civica Filarmonica Giubiasco,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Gorduno,IT,H
Federazione Bandistica Ticinese,,Filarmonica Medio Vedeggio Lamone,IT,H
Federazione Bandistica Ticinese,,Filarmonica di Ligornetto,IT,H
Federazione Bandistica Ticinese,,Musica Cittadina Locarno,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Losone,IT,H
Federazione Bandistica Ticinese,,Civica Filarmonica di Lugano,IT,H
Federazione Bandistica Ticinese,,Unione Filarmonica Gambarognese Magadino,IT,H
Federazione Bandistica Ticinese,,Massagno Musica Massagno,IT,H
Federazione Bandistica Ticinese,,Civica Filarmonica Mendrisio,IT,H
Federazione Bandistica Ticinese,,Musica di Minusio,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Verzaschese Tenero,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Monte Carasso-Sementina Monte Carasso,IT,H
Federazione Bandistica Ticinese,,Civica Filarmonica Morbio Inferiore,IT,H
Federazione Bandistica Ticinese,,Musica Unione Novazzano,IT,H
Federazione Bandistica Ticinese,,Corpo Musicale Olivonese Olivone,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Paradiso,IT,H
Federazione Bandistica Ticinese,,Filarmonica Alta Leventina Airolo,IT,H
Federazione Bandistica Ticinese,,Filarmonica Pregassona,IT,H
Federazione Bandistica Ticinese,,Filarmonica Comunale Riva San Vitale,IT,H
Federazione Bandistica Ticinese,,Filarmonica Unione Carvina Rivera,IT,H
Federazione Bandistica Ticinese,,Filarmonica Unione San Pietro,IT,H
Federazione Bandistica Ticinese,,Società musicale Concordia Sessa-Monteggio,IT,H
Federazione Bandistica Ticinese,,Filarmonica Unione Sonvico,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Stabio,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Capriaschese Capriasca,IT,H
Federazione Bandistica Ticinese,,Società Filarmonica Tremona,IT,H
Verband der Musikvereine des Verkehrspersonals der Schweiz / Fédération des musiques du personnel de,,Blasmusik der Rhätischen Bahn Landquart,DE,H
Appenzeller Blasmusikverband,,Musikgesellschaft Brass Band B-Band Rehetobel,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,KadereMusic-Blasorchester Langnau,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Cadets de Genève,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Crazy Drummers Linden,DE,T/P
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Ecole de Musique de Montreux,FR,H
Société cantonale des musiques vaudoises,,Ecole de Musique de Montreux,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Future Band Buckten,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Grape Junior Band JM Salgesch,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,JUBIS Jugendensemble der Bieler Stadtmusik Biel,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendband Wegenstettertal,DE,H
Aargauischer Musikverband,,Jugendband Wegenstettertal,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendblasorchester Kriens,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendblasorchester Schüpfheim,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusig Ringgenberg -Goldswil,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Bern-Bümpliz,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Brig,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Helvetia Rüti-Tann,DE,H
Zürcher Blasmusikverband,,Jugendmusik Helvetia Rüti-Tann,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Solothurn,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Gossau,DE,H
St. Galler Blasmusikverband,,Jugendmusik Gossau,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Diepoldsau Schmitter,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugend Brass Band Imboden Domat/Ems,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Dulliken,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Einsiedeln,DE,H
Schwyzer Kantonal Musikverband,,Jugendmusik Einsiedeln,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Erlenbach-Diemtigtal Erlenbach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Frutigen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Glis,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik Thun,DE,H
Appenzeller Blasmusikverband,,Jugendmusik Heiden,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Heiden,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Interlaken,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Islikon-Kefikon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Klettgau + Neuhausen am Rheinfall,DE,H
Schaffhauser Blasmusikverband,,Jugendmusik Klettgau + Neuhausen am Rheinfall,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Köniz,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Konolfingen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Kreuzlingen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Kriessern,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Kulm,DE,F/B
Aargauischer Musikverband,,Jugendmusik Kulm,DE,F/B
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Landiswil,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Lauterbrunnen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Lützelflüh-Goldbach,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Lyss,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Marbach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Meiringen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Mels,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Muttenz,DE,H
Musikverband beider Basel,,Jugendmusik Muttenz,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik oberer rechter Zürichsee Stäfa,DE,H
Zürcher Blasmusikverband,,Jugendmusik oberer rechter Zürichsee Stäfa,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Oberes Fricktal Frick,DE,H
Aargauischer Musikverband,,Jugendmusik Oberes Fricktal Frick,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Obervaz / Lenzerheide,DE,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugendmusik Obervaz / Lenzerheide,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Oftringen-Küngoldingen,DE,H
Aargauischer Musikverband,,Jugendmusik Oftringen-Küngoldingen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Ostermundigen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Pratteln,DE,H
Musikverband beider Basel,,Jugendmusik Pratteln,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Rothenburg,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Schwanden,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendblasorchester Oberer Sempachersee Sempach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Spiez,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Spreitenbach,DE,H
Aargauischer Musikverband,,Jugendmusik Spreitenbach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Steffisburg,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Surental,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Sursee,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Olten,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Unterseen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Arbon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik VISPE Visp,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Wachseldorn,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Wädenswil,DE,H
Zürcher Blasmusikverband,,Jugendmusik Wädenswil,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Wasen/Sumiswald,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Wetzikon,DE,H
Zürcher Blasmusikverband,,Jugendmusik Wetzikon,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Widnau,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Wimmis-Reutigen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Worber Jugendblasorchester Worb,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Zäziwil,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Zurzach,DE,H
Aargauischer Musikverband,,Jugendmusik Zurzach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Frauenfeld,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Belalp Naters,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Musikschule Schwyz,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendspiel Buchs,DE,H
Aargauischer Musikverband,,Jugendspiel Buchs,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendspiel Geissberg Gansingen,DE,H
Aargauischer Musikverband,,Jugendspiel Geissberg Gansingen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendspiel Küttigen-Biberstein,DE,H
Aargauischer Musikverband,,Jugendspiel Küttigen-Biberstein,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendspiel Langnau am Albis,DE,H
Zürcher Blasmusikverband,,Jugendspiel Langnau am Albis,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Brass Kids Niederamt Winznau,DE,H
Aargauischer Musikverband,,Jugendspiel Schenkenbergertal,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendspiel Schenkenbergertal,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendspiel Surbtal Endingen,DE,H
Aargauischer Musikverband,,Jugendspiel Surbtal Endingen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,JUMBA Jugendmusik Bezirk Affoltern,DE,H
Zürcher Blasmusikverband,,JUMBA Jugendmusik Bezirk Affoltern,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Willisau,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jungmusik Entlebuch,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jungmusik Erstfeld,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jungmusik KRT Kilchberg/Rüschlikon/Thalwil,DE,H
Zürcher Blasmusikverband,,Jungmusik KRT Kilchberg/Rüschlikon/Thalwil,DE,H
Aargauischer Musikverband,,Kadettenmusik Aarau,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik Aarau,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik Horgen,DE,H
Zürcher Blasmusikverband,,Kadettenmusik Horgen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik Huttwil,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Knabenmusik Bern,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Knabenmusik der Stadt Zürich,DE,BB
Zürcher Blasmusikverband,,Knabenmusik der Stadt Zürich,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Knabenmusik Schaffhausen,DE,H
Schaffhauser Blasmusikverband,,Knabenmusik Schaffhausen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendblasorchester der Stadt Luzern,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Musica Giuventüna Engiadina Bassa Scuol,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musica Giuventüna Engiadina Bassa Scuol,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Ondine Genevoise Genève,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Stadtjugendmusik Kloten,DE,H
Zürcher Blasmusikverband,,Stadtjugendmusik Kloten,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Stadtjugendmusik Schlieren,DE,H
Zürcher Blasmusikverband,,Stadtjugendmusik Schlieren,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Stadtjugendmusik Uster,DE,H
Zürcher Blasmusikverband,,Stadtjugendmusik Uster,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Stadtjugendmusik Winterthur,DE,H
Zürcher Blasmusikverband,,Stadtjugendmusik Winterthur,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,StadtJugendMusik Zürich Zürich,DE,H
Zürcher Blasmusikverband,,StadtJugendMusik Zürich Zürich,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Windband Biberist,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Young Brasser Oberburg,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Young Wind Band Rontal Ebikon,DE,H
Musikverband beider Basel,,Blaukreuzmusik Basel,DE,BB
Schweizer Blaukreuzmusikverband / Association suisse des musiques de la Croix-Bleue,,Blaukreuzmusik Basel,DE,BB
Musikverband beider Basel,,Feldmusikverein Basel,DE,BB
Musikverband beider Basel,,Musikverein Kleinhüningen,DE,H
Musikverband beider Basel,,Polizeimusik Basel,DE,H
Musikverband beider Basel,,Stadtmusik Basel,DE,H
Musikverband beider Basel,,Zollmusik Basel,DE,H
Musikverband beider Basel,,Knaben- und Mädchenmusik Basel 1841 Basel,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Knaben- und Mädchenmusik Basel 1841 Basel,DE,H
Musikverband beider Basel,,Musikverein Riehen,DE,H
Musikverband beider Basel,,Posaunenchor des CVJM Riehen,DE,BB
Schaffhauser Blasmusikverband,,Veteranenmusik Schaffhausen,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Tambourenverein hot sticks Ittigen,DE,T/P
Federazione Bandistica Ticinese,,Musica di Cadenazzo,IT,H
Federazione Bandistica Ticinese,,Filarmonica Curio-Castelrotto,IT,H
Federazione Bandistica Ticinese,,Società Veterani Musiche Federate Ticino Bedano,IT,H
Federazione Bandistica Ticinese,,Filarmonica Valmaggese Maggia,IT,H
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Indépendante Riddes,FR,BB
Akkordeon Schweiz,,HS Sirnach Sirnach,,
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Musikgesellschaft Alpenrose Unterbäch,DE,H
Akkordeon Schweiz,,AO Schaffhausen Schaffhausen,DE,H
Akkordeon Schweiz,,AO Wittenbach-Kronbühl Wittenbach-Kronbühl,,
Akkordeon Schweiz,,AO Wil Wil,DE,
Bernischer Kantonal-Musikverband,,Musikgesellschaft Grindelwald,DE,H
St. Galler Blasmusikverband,,Jugendmusik Grub AR-Eggersriet-Grub SG,DE,BB
Akkordeon Schweiz,,AGC Pfyn Pfyn,DE,
Akkordeon Schweiz,,AO Gossau-Herisau Gossau-Herisau,DE,
Akkordeon Schweiz,,AE St. Gallen St. Gallen,DE,
Akkordeon Schweiz,,HC Berg Berg TG,DE,
Spiel der Päpstlichen Garde (Vatikan) / Fanfare de la Garde Suisse Pontificale (Vatican),,Ex-Gardisten-Spiel / Fanfare des Anciens Gardes Schüpfheim,DE,H
Fédération Jurassienne de Musique,,Musique Ouvrière Bienne,FR,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Musikverein Schmitten,DE,BB
St. Galler Blasmusikverband,,Musikgesellschaft Konkordia Wittenbach,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugiband Wahlendorf,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Tambourenverein Signau,DE,T/P
Fédération Jurassienne de Musique,,Fanfare Harmonie Orvin,FR,H
Akkordeon Schweiz,,HC Degersheim Degersheim,,
Association cantonale des musiques genevoises,,Musique de la Police de Genève,FR,F/B
Association cantonale des musiques genevoises,,Harmonie de Genthod-Bellevue,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Tambourenverein Kirchberg,DE,T/P
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Baar,DE,H
Association cantonale des musiques neuchâteloises,,Musique scolaire Le locle,FR,F/B
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugendmusik Divertimento St. Moritz,DE,H
Luzerner Kantonal-Blasmusikverband,,Brass Band Abinchova Ebikon,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Abinchova Ebikon,DE,BB
Aargauischer Musikverband,,Musikgesellschaft Hermetschwil-Staffeln,DE,F/B
Société cantonale des musiques vaudoises,,L'Alliance Baulmes et Champvent,FR,F/B
Société cantonale des musiques vaudoises,,Fanfare de la Verrerie de St-Prex,FR,BB
Société cantonale des musiques vaudoises,,Ensemble de Cuivres Mélodia Lausanne,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Ensemble de Cuivres Mélodia Lausanne,FR,BB
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Eintracht Mörel-Filet,DE,H
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Indépendante Charrat,FR,BB
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Jugendmusik Zizers,DE,H
Bernischer Kantonal-Musikverband,,AMBO Unterhaltungsband Ostermundigen,DE,H
Musikverband beider Basel,,Heilsarmee Musikkorps Basel,DE,BB
Musikverband beider Basel,,Veteranenspiel Basel,DE,H
Société cantonale des musiques fribourgeoises / Freiburger Kantonal-Musikverband,,Musikgesellschaft Brünisried,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Zürich,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Brugg,DE,H
Aargauischer Musikverband,,Jugendmusik Brugg,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Veteranenmusik Mittelbünden Tomils,DE,F/B
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Brass Band Winterthur,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Entlebucher Jugend Brass Band,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Universal Brass Band,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik der Kantonsschule Chur,DE,H
Graubündner Kantonaler Musikverband Federazione bandistica grigionese Uniun chantunala da musica da,,Kadettenmusik der Kantonsschule Chur,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Young Harmonists Balsthal,DE,H
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Veteranenmusik OMV Visp,DE,H
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Oberwalliser Brass Band Unterbäch,DE,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Oberwalliser Brass Band Unterbäch,DE,BB
Akkordeon Schweiz,,AF Münchwilen Münchwilen,,
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Musikgesellschaft Rhodania Agarn,DE,BB
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenmusik Langenthal,DE,H
Akkordeon Schweiz,,AO Egloff Wettingen Wettingen,,
Akkordeon Schweiz,,AO Uzwil Uzwil,,
Akkordeon Schweiz,,AO Heiden Heiden,DE,
Société cantonale des musiques vaudoises,,TransportLausanneMusic Lausanne,FR,F/B
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Union Venthône,FR,F/B
Kantonaler Musikverband Wallis / Association cantonale des musiques valaisannes,,Valaisia Brass Band Chermignon,FR,BB
Schweizerischer Brass Band Verband / Association suisse des Brass Bands,,Valaisia Brass Band Chermignon,FR,BB
Société cantonale des musiques vaudoises,,Ecole de musique de La Tour-de-Peilz,FR,H
Société cantonale des musiques vaudoises,,Harmonie - Ecole de musique Lausanne,FR,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Inwil,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Nikolai Zermatt,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Kadettenkorps Burgdorf,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Pfannenstiel Meilen,DE,H
Zürcher Blasmusikverband,,Jugendmusik Pfannenstiel Meilen,DE,H
Aargauischer Musikverband,,Jugendmusik Region Laufenburg,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Region Laufenburg,DE,H
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Regionale Jugendmusik Goldach,DE,H
St. Galler Blasmusikverband,,Regionale Jugendmusik Goldach,DE,H
Akkordeon Schweiz,,AO Waldkirch-Häggenschwil Waldkirch-Häggenschwil,,
Schweizer Jugendmusikverband / Association suisse des musiques de jeunes,,Jugendmusik Siebnen,DE,H
